symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
WABCOINDIA.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BSOFT.NS,186.204,36.765594,1.272780739,738.95,725.05,713.1,738.95,2154117,19.88,1.29,7503997440,856940032,51419848704,3.145,186.204,1.072591783,0.099
EMAMILTD.BO,80.4,25.772507,0.09,428.1,433.6,419.5,438.4,37868,16.44,7.752124646,8978139136,1074599936,35228000256,4.447,80.4,0.102,0.014
ESCORTS.BO,827.972,29.499893,0.571,2761.25,2761.25,2747.5,2777.55,2273,93.28,0.5,11409524736,533200000,89705701376,0.618,827.972,0.568,0.022
SFL.NS,283.127,58.1461,-0.492,940.25,940.25,940.25,954.9,192382,16.29,2.52,2816594688,5726521856,28661987328,19.96,283.127,-0.549,0.076
BLUEDART.NS,2176.849,47.168884,0.003,5637.3,5715,5681,5900,47452,123.22,7.752124646,5795200000,10956800000,51650899968,90.059,2176.849,0.003,0.034
MFSL.BO,1206.44,75.729164,-0.34,951.95,952.05,931.7,952.05,8101,12.48,7.752124646,6751671296,8085000192,4.16E+11,19.075,1206.44,-0.34,0.389
ABSLAMC.NS,52.974,18.588905,0.259,454.95,456.9,453.25,457.2,133175,24.52,1.64,9348456448,781299968,15256969216,2.851,52.974,0.259,0.159
APLLTD.NS,311.102,31.849636,0.48,965.05,958.8,950,967.6,51326,30.06,0.86,8619424768,8687699968,61181001728,19.436,311.102,0.481,0.081
UNIONBANK.BO,64.871,7.8567643,0.602,146.6,148.7,147.65,150.8,607983,18.85,7.752124646,12331239082,3.73E+11,4.56E+11,118.1582281,64.871,0.477,0.264
UCOBANK.NS,6.667,35.51724,-0.228,50.8,51,50.8,52.1,10850927,1.45,7.752124646,12331239082,2.89E+11,79523528704,118.1582281,6.667,-0.236,0.026
TIMKEN.NS,374.042,61.35468,-0.044,2850.1,2850,2841,2910.45,84333,47.17,1.59,5268774912,115790000,28143390720,0.524,374.042,-0.044,0.005
KIOCL.NS,36.477,589.3571,1.272780739,402.95,403.9,399.3,429.7,581087,0.7,7.752124646,-96499504,1766652032,22168961024,9.189,36.477,1.072591783,0.909
LICHSGFIN.BO,139.538,6.729553,1.526,591.65,590.45,590,598.8,37234,88.52,7.752124646,12331239082,2.33E+12,76755402752,796.238,139.538,1.525,0.039
TORNTPOWER.BO,555.394,33.331173,-0.474,1243.8,1247,1228.1,1297,42954,38.53,7.752124646,44575473664,1.07E+11,2.67E+11,86.466,555.394,-0.474,-0.012
DCMSHRIRAM.NS,721.049,26.81365,-0.297,894.8,898,885,899,30679,33.11,7.752124646,10336924672,15393099776,1.12E+11,24.731,721.049,-0.297,-0.062
RUCHISOYA.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SUNDARMFIN.BO,300.383,27.547813,0.284,4027.8,4027.15,3974.45,4081.9,1571,145.36,7.752124646,12331239082,4.15E+11,33099599872,304.46,300.383,0.284,0.231
SAIL.BO,258.225,17.310253,-0.22,128.8,127.8,126.2,132.05,1494662,7.51,7.752124646,1.15E+11,3.07E+11,1.07E+12,54.828,258.225,-0.221,-0.068
IOB.BO,4.647,43.772057,0.305,58.52,58.4,57.75,60.74,2036652,1.36,7.752124646,12331239082,3.10E+11,1.04E+11,118.1582281,4.647,1.072591783,0.319
VTL.NS,335.016,21.19151,0.565,433.05,433.05,427.6,440.1,183290,20.73,-3.67,9866300416,15149899776,95308800000,16.974,335.016,0.564,-0.017
APOLLOTYRE.NS,392.356,16.205883,0.7,461,463,457.2,471.35,1669634,28.9,7.752124646,40510500864,55325638656,2.49E+11,42.616,392.356,0.7,0.027
BAJAJELEC.NS,459.087,66.67506,-0.389,939.25,953,923.4,953.5,52797,13.91,7.752124646,2408442624,2026200064,52851748864,15.03,459.087,-0.389,-0.173
WELSPUNIND.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GMRINFRA.BO,13.774,inf,1.272780739,79.16,79.17,77.85,79.58,624709,-1.46,7.752124646,21907150848,3.15E+11,82171002880,5680.539,13.774,1.072591783,0.261
ENDURANCE.BO,696.118,41.497097,0.407,1777.7,1790,1780,1824.1,1282,43.05,7.752124646,11952357376,6929350144,97904336896,15.092,696.118,0.408,0.222
EXIDEIND.NS,191.441,29.94152,0.008,305.8,305.8,303.4,308.75,1029457,10.26,7.752124646,17074225152,7429899776,1.63E+11,5.927,191.441,0.009,0.125
GLENMARK.NS,466.236,inf,1.272780739,946.7,943.7,940.7,954.4,792807,-27.1,0.57,15790487552,51817271296,1.32E+11,53.224,466.236,1.072591783,-0.276
JKCEMENT.BO,1453.023,46.293873,6.28,4105.5,4177.4,4089.35,4228.7,1543,88.61,7.752124646,18203471872,53590589440,1.12E+11,110.975,1453.023,1.072591783,0.207
IRB.NS,11.504,66,0.326,58.9,59.85,58.45,60.2,21969152,0.9,2.9,31992479744,1.81E+11,69677334528,133.135,11.504,0.325,0.3
MANAPPURAM.NS,61.166,7.15942,0.461,172.6,173,170.75,173.8,4884335,24.15,7.752124646,12331239082,3.29E+11,51706638336,310.682,61.166,0.46,0.283
CRISIL.BO,429.512,55.553947,0.33,4975.75,5000,4990.15,5048.25,848,90.08,7.752124646,8830799872,473200000,31395201024,2.161,429.512,0.329,0.116
AJANTPHARM.BO,319.187,36.900223,0.561,2121.6,2116.15,2109.05,2160.2,1104,58.23,-1.37,10409924608,330200000,40364699648,0.948,319.187,0.588,0.137
TTKPRESTIG.NS,192.369,42.38196,0.085,702.95,700,695,712,44152,16.52,7.752124646,2857799936,1620199936,26664599552,8.255,192.369,0.087,0.063
MANAPPURAM.BO,61.166,7.153209,0.461,172.5,173.95,170.75,173.95,119457,24.15,7.752124646,12331239082,3.29E+11,51706638336,310.682,61.166,0.46,0.283
MOTILALOFS.NS,341.301,13.175228,1.914,1605.8,1613.6,1613.5,1682.9,123429,126.92,7.752124646,12331239082,1.20E+11,50534400000,159.639,341.301,1.89,0.702
EXIDEIND.BO,191.441,29.931774,0.008,305.8,306.45,303.35,308.65,103651,10.26,7.752124646,17074225152,7429899776,1.63E+11,5.927,191.441,0.009,0.125
CENTURYPLY.NS,170.627,39.21942,-0.233,637.4,637,633.1,650,103437,16.27,7.752124646,5598729216,4834506752,37906817024,23.355,170.627,-0.232,0.061
CAMS.NS,218.873,46.946808,0.211,2943.25,2938.8,2922.3,3136.45,795932,65.8,7.752124646,4297250304,960723968,10752979968,11.945,218.873,0.205,0.189
MAHABANK.NS,11.162,11.271186,0.337,58.9,59,58.5,60.65,15793245,5.31,7.752124646,12331239082,73214803968,77347962880,118.1582281,11.162,0.278,0.081
UTIAMC.NS,126.853,15.478487,2.094,824.95,819.75,819.55,839,40856,53.92,0.82,9048774656,1373600000,16215799808,3.072,126.853,2.093,0.521
GLENMARK.BO,466.236,inf,1.272780739,946.25,946.2,940.55,954,10170,-27.09,1.73,15790487552,51817271296,1.32E+11,53.224,466.236,1.072591783,-0.276
ADANIPOWER.BO,139.926,10.537806,311.196,524,526.1,524.3,538.05,6553082,50.39,-1.56,1.51E+11,3.24E+11,4.72E+11,79.901,139.926,1.072591783,0.673
IIFLWAM.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
RAJESHEXPO.BO,10319.448,11.466559,-0.971,286.75,287.95,283.95,288.9,86884,24.82,7.752124646,9385678848,6267619840,3.05E+12,4.117,10319.448,-0.971,-0.307
SUNTECK.NS,13.276,inf,1.272780739,390.45,392.45,391,407.9,385756,-4.14,0.08,-439982752,6259762176,1868322944,22.766,13.276,1.072591783,-0.525
ALOKINDS.NS,11.22,inf,1.272780739,27.05,27,27,27.95,2410307,-1.87,7.752124646,134324992,2.39E+11,55588499456,118.1582281,11.22,1.072591783,-0.265
NH.NS,244.632,32.468388,0.223,1226.2,1229.95,1224.8,1240.25,103177,37.96,30.43,10939429888,10722050048,49687920640,42.837,244.632,0.223,0.067
BANKINDIA.BO,63.458,8.758064,1.11,134.55,135.05,134.9,137.7,498213,15.5,7.752124646,12331239082,7.58E+11,2.62E+11,118.1582281,63.458,1.058,0.199
CANBK.BO,303.438,7.0919437,0.25,563.75,563.9,563.75,577.3,156511,80.81,7.752124646,12331239082,8.85E+11,5.50E+11,118.1582281,303.438,0.249,0.303
ABFRL.BO,140.259,inf,1.272780739,206.25,205.05,205.05,207.8,71187,-6.13,7.752124646,1590899968,1.02E+11,1.35E+11,292.392,140.259,1.072591783,0.161
L&TFH.BO,28.936,inf,0.411,155.85,155.85,154.15,156.05,105652,18.4682045,7.752124646,12331239082,7.66E+11,71822196736,343.977,28.936,0.404,0.218
ASAHIINDIA.NS,177.911,39.999996,-0.245,520.45,520.45,515.5,533.9,61860,13.27,7.752124646,7204975104,15610099712,43239198720,71.142,177.911,-0.243,0.034
JBCHEPHARM.NS,218.549,49.745865,0.259,1619.2,1627,1588.2,1636,75581,32.66,7.752124646,8786933760,4503699968,33847728128,16.578,218.549,0.247,0.065
VINATIORGA.BO,182.996,44.84437,-0.386,1599.1,1601,1582.7,1610.55,2407,35.34,7.752124646,4860389888,2124000,18808969216,0.009,182.996,-0.392,-0.119
REDINGTON.NS,1136.127,13.355006,-0.103,202.05,202.95,202.05,207.8,1383730,15.38,0.68,19678124032,33180798976,8.88E+11,45.91,1136.127,-0.103,0.082
AMARAJABAT.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GODREJIND.BO,536.691,37.882206,-0.662,756.95,764.95,752.05,764.95,5729,19.95,7.752124646,25064050688,2.53E+11,1.81E+11,171.87,536.691,-0.662,-0.06
CUMMINSIND.BO,310.774,53.190468,0.206,2898.05,2914.95,2874.4,2947.85,10059,55.18,7.752124646,17764825088,2774799872,86150299648,4.564,310.774,0.206,0.163
BASF.NS,3161.468,28.817833,12.164,3203.1,3201,3178.15,3249.55,8314,112.04,7.752124646,8011350016,1233200000,1.37E+11,4.211,3161.468,12.164,0.148
METROBRAND.NS,85.281,93.426315,-0.126,1130.15,1163,1108.05,1199.9,1670092,12.01,7.752124646,5195468288,10597499904,23178455040,62.28,85.281,-0.127,0.061
HATSUN.BO,347.521,100.00462,0.236,1089.95,1111.75,1083,1111.75,208,10.83,7.752124646,7209416192,19734919168,77329940480,134.688,347.521,0.217,0.113
HINDCOPPER.NS,17.689,85.349205,-0.214,273.4,273.8,267,275.25,11435339,3.15,7.752124646,5768180224,2909499904,17113947136,13.295,17.689,-0.217,-0.283
FINPIPE.NS,68.601,30.677084,0.199,224.3,225.05,222.3,241.4,3029351,7.68,-7.54,6059375104,6045100032,42230697984,10.776,68.601,0.203,-0.093
UCOBANK.BO,6.667,35.524136,-0.228,50.84,51.38,50.66,52.01,1197905,1.45,7.752124646,12331239082,2.89E+11,79523528704,118.1582281,6.667,-0.236,0.026
FSL.NS,91.192,25.832214,-0.185,191.25,188,182.55,194,1163492,7.45,2.87,6959220224,15145289728,62226071552,41.268,91.192,-0.182,0.061
SUVENPHAR.NS,45.876,44.64629,-0.566,630.8,630.3,628.7,655,368488,14.56,7.752124646,5029134336,345000000,11677796352,1.741,45.876,-0.565,-0.379
CASTROLIND.NS,51.304,21.935854,0.252,193.65,193,191,193.5,2222210,8.73,7.752124646,11948800000,769500032,50746101760,3.627,51.304,0.256,0.075
MEDPLUS.NS,420.054,147.15204,0.024,682.95,679.45,679.45,693,75314,4.67,17.48,1818724992,9580800000,53873401856,62.949,420.054,0.018,0.211
CHOLAHLDNG.NS,835.225,12.240544,0.407,1050.8,1044.65,1043.05,1098.1,186103,88.84,7.752124646,12331239082,1.19E+12,1.57E+11,664.573,835.225,0.406,0.138
QUESS.NS,1255.856,35.328392,-0.274,500.35,499,498,505.95,668260,14.16,7.752124646,4855657472,9612229632,1.86E+11,33.561,1255.856,-0.276,0.084
CESC.NS,113.25,11.260583,-0.119,120.55,120,118.3,122.9,4634560,10.63,2.77,20351524864,1.40E+11,1.50E+11,116.593,113.25,-0.117,0.037
ZYDUSWELL.NS,354.869,36.229687,-0.985,1479.7,1479.7,1479.7,1508,19081,41.23,7.752124646,2866125056,3520000000,22580899840,6.76,354.869,-0.984,-0.03
HFCL.NS,32.807,44.066986,-0.144,89.1,89.1,89,93.25,18443535,2.09,7.752124646,5453975040,9318500352,45719699456,25.853,32.807,-0.159,-0.049
SJVN.NS,6.601,55.36036,-0.516,120.7,120.8,119.8,124.8,24064542,2.22,3.79,19202625536,1.71E+11,26002300928,119.068,6.601,-0.521,-0.016
INDHOTEL.BO,46.518,67.53333,0.181,563.65,563.2,555,564.7,97657,8.25,7.752124646,20594024448,27176200192,66126700544,30.275,46.518,0.182,0.172
KEC.NS,749.957,64.51536,4.504,663.25,666.6,661,680,573687,10.42,1.05,10526499840,49121898496,1.93E+11,127.782,749.957,4.544,0.144
SCHAEFFLER.BO,463.758,51.282852,-0.093,2958.95,2958,2920.05,2979.85,573,57.45,7.752124646,13212000256,511000000,72509095936,1.063,463.758,-0.095,0.045
ZYDUSWELL.BO,354.869,36.362198,-0.985,1485.35,1491.15,1486,1504.7,2416,41.11,7.752124646,2866125056,3520000000,22580899840,6.76,354.869,-0.984,-0.03
SHRIRAMCIT.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BALAMINES.NS,524.403,37.03762,-0.211,2062.35,2066,2066,2165,181745,56.88,7.752124646,3279649024,439384000,16989705216,2.484,524.403,-0.211,-0.346
AMBER.NS,2055.07,84.03264,1.272780739,3406.35,3445.05,3437.95,3608.9,894740,42.28,7.752124646,4504200192,15518369792,69264252928,77.453,2055.07,1.072591783,-0.04
KIMS.NS,304.907,47.850887,-0.054,2002.75,2020.65,2005,2058.95,60521,42.25,7.752124646,6489495040,9556289536,24402759680,45.841,304.907,-0.054,0.078
BANKBARODA.BO,114.474,7.113332,0.112,255.75,255.8,253.7,261,400012,36.53,7.752124646,12331239082,1.35E+12,5.92E+11,118.1582281,114.474,0.112,0.112
CYIENT.NS,642.363,33.00269,-0.056,1986.8,1962.05,1942.05,2005.85,187063,59.48,15.98,11801499648,10392000512,70409003008,23.997,642.363,-0.062,0.126
DIXON.BO,2743.722,119.05735,0.858,7067.65,7060.8,7026.05,7186.65,4582,60.15,7.752124646,6375824896,5994500096,1.61E+11,40.612,2743.722,0.87,1.004
ALOKTEXT.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ITI.BO,15,inf,1.272780739,255.95,253.55,253.55,265,153622,-4.2,7.752124646,-1522618240,19406800896,14376049664,91.747,15,1.072591783,0.01
LXCHEM.NS,105.056,66.25,-0.001,227.7,227.9,227.7,249.9,14835345,3.72,7.752124646,2262810112,1677040000,28089710592,11.494,105.056,-0.049,0.061
ZENSARTECH.NS,215.651,22.02612,1.114,591.2,584.15,578.6,591.4,941648,26.8,7.752124646,8257999872,2430000128,48847998976,7.473,215.651,1.107,0.005
FINEORG.NS,708.624,28.24825,-0.113,4068.6,4088.95,4071.1,4185,26149,145.54,7.752124646,5921227264,135848000,21726967808,0.793,708.624,-0.113,-0.357
BIRLACORPN.NS,1230.101,35.71235,1.272780739,1461.45,1465.7,1438.2,1465.95,94288,40.57,7.752124646,12509500416,41013399552,94688600064,65.229,1230.101,1.072591783,0.147
FEDERALBNK.BO,51.236,8.761709,0.228,149.95,150.2,149.35,151.3,369003,17.08,7.752124646,12331239082,2.64E+11,1.15E+11,118.1582281,51.236,0.071,0.266
TIINDIA.BO,1067.475,85.46835,1.253,3711.65,3719,3676.45,3770.6,8640,43.77,7.752124646,19501875200,20231299072,1.57E+11,35.01,1067.475,2.35,0.146
GSPL.BO,301.862,12.835145,0.099,346.4,353.35,344.5,356.65,31605,27.6,0.5,32471654400,1450489984,1.70E+11,1.097,301.862,0.099,0.098
ROUTE.NS,642.628,26.110115,0.283,1603.45,1600,1595.05,1606.9,265822,61.3,0.9,5041350144,1814400000,40149200896,9.036,642.628,0.26,0.039
CASTROLIND.BO,51.304,21.927917,0.252,193.6,193.6,191,193.75,115702,8.74,7.752124646,11948800000,769500032,50746101760,3.627,51.304,0.256,0.075
IIFL.NS,153.684,7.111702,0.296,336.3,339.7,333.5,347.7,2030497,47,0.8,12331239082,4.30E+11,58415099904,182.899,153.684,0.283,0.087
CUB.BO,32.949,10.312024,0.162,133.1,133.2,133,137.55,105970,13.14,7.752124646,12331239082,45142773760,24395935744,118.1582281,32.949,0.161,0.193
ITI.NS,15,inf,1.272780739,256.1,252.3,252.3,264.85,1939264,-4.2,7.752124646,-1522618240,19406800896,14376049664,91.747,15,1.072591783,0.01
GALAXYSURF.NS,1079.18,26.177862,-0.328,2282.25,2282,2282,2337.95,24645,88.72,7.752124646,4795474944,2427500032,38261899264,11.962,1079.18,-0.328,-0.129
LATENTVIEW.NS,30.052,64.97222,-0.113,465.25,460.3,458.25,470.7,468904,7.2,7.752124646,1256395008,247540000,6147200000,1.935,30.052,-0.118,0.14
STLTECH.NS,162.6,43.308823,1.272780739,117.5,117.35,117.35,119.45,1466064,2.72,3.36,8634999808,36890001408,62660001792,172.706,162.6,1.072591783,-0.296
ASTRAZEN.BO,478.777,91.73968,-0.461,5033.9,4934.05,4934.05,5163.5,779,55.93,7.752124646,1913196032,53477000,11970300928,0.816,478.777,-0.461,0.224
CENTURYTEX.NS,417.435,84.74449,8.553,1457.05,1465,1449.9,1487,156722,17.22,7.752124646,3686475008,22589900800,46278799360,57.812,417.435,8.654,0.022
AMARAJABAT.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JSWENERGY.BO,69.478,51.525,0.288,504.55,505,501,517.4,167354,10,7.752124646,46614876160,2.78E+11,1.14E+11,139.043,69.478,0.294,0.131
ELGIEQUIP.NS,100.711,46.094604,0.048,596.9,594.5,584,601.2,348995,12.79,7.752124646,4699622400,6234460160,31875620864,42.641,100.711,0.047,0.064
POWERINDIA.NS,1150.607,303.0287,3.965,7242,7240,7094.9,7376.5,71470,23.69,7.752124646,2654050048,3384800000,48762200064,27.639,1150.607,4.019,0.232
IBULHSGFIN.NS,60.66,7.3949957,0.04,166.6,166.5,164.8,169.3,7837326,22.38,7.752124646,12331239082,4.84E+11,27718500352,262.901,60.66,-0.02,-0.196
CUB.NS,32.949,10.308219,0.162,133.2,133.05,133.05,137.6,4276046,13.14,0.61,12331239082,45142773760,24395935744,118.1582281,32.949,0.161,0.193
TATAELXSI.BO,560.479,59.87851,0.06,7693.9,7685,7623.1,7685,4382,127.99,7.752124646,10022665216,2373092096,34905858048,11.32,560.479,0.06,0.118
NAVINFLUOR.BO,436.12,45.871887,-0.268,3081.95,3087.8,3072.55,3124.4,8431,67.44,7.752124646,4958049792,12588900352,21618599936,55.55,436.12,-0.269,-0.11
ERIS.NS,135.34,29.765184,0.009,843,843,837.15,845.8,26036,28.32,2.43,6222859776,8295040000,18406219776,34.17,135.34,0.007,0.157
ANURAS.NS,131.461,55.871616,-0.571,892.65,892.65,885,895.1,75868,15.89,7.752124646,3936395008,11170719744,15540190208,43.106,131.461,-0.679,-0.228
PRESTIGE.BO,208.137,25.908876,-0.09,1047.95,1065,1065,1118.95,23375,42.47,7.752124646,20980000768,1.11E+11,83449004032,96.984,208.137,-0.091,-0.225
BRIGADE.NS,174.968,68.479065,0.292,904.25,908.9,906.05,974.9,1238813,13.61,4.08,9661424640,48746299392,40368898048,148.067,174.968,0.285,0.431
ANGELONE.NS,437.995,21.458586,0.142,2615.85,2620.05,2615.95,2719.95,440566,123.99,7.752124646,12331239082,15550000128,36670771200,59.519,437.995,0.14,0.394
LAXMIMACH.NS,4707.244,38.46204,-0.126,14371.2,14439,14364.55,14700,3536,376.18,24.67,4751633408,72614166656,50288123904,118.1582281,4707.244,-0.126,-0.006
BHEL.BO,69.058,inf,1.272780739,237.1,235.95,234.95,240.3,744553,-0.24,7.752124646,-3460450048,90403897344,2.39E+11,34.661,69.058,1.072591783,0.046
KEI.NS,848.47,56.178402,0.172,3405.1,3405.1,3367.35,3472.75,143092,60.93,2.18,7944342528,1930050048,77454008320,6.752,848.47,0.171,0.155
GODREJAGRO.NS,494.735,28.575548,-0.211,501.05,505,494.95,509.7,332383,17.34,2.51,6017674752,15635900416,95099101184,56.431,494.735,-0.211,0.008
SAREGAMA.NS,38.65,37.441025,-0.006,371.25,371.25,362.2,373.4,209442,9.75,7.752124646,834966720,4000000,7436111872,0.028,38.65,0.004,0.101
GODREJAGRO.BO,494.735,28.56978,-0.211,502.1,504.15,494.85,510.15,17725,17.34,7.752124646,6017674752,15635900416,95099101184,56.431,494.735,-0.211,0.008
GRAPHITE.NS,155.638,14.640314,-0.66,620.8,618.9,612,644.4,4348295,42.12,7.752124646,-765699968,3510000128,30289199104,6.299,155.638,-0.628,-0.016
INDIGOPNTS.NS,261.936,44.246483,0.419,1317.8,1329.8,1316.55,1329.95,30036,29.86,7.752124646,2107970944,171955008,12466767872,2.102,261.936,0.42,0.258
OIL.BO,290.569,10.627512,0.027,591.25,592.05,579.15,595.8,197101,54.74,7.752124646,1.42E+11,2.24E+11,3.15E+11,51.062,290.569,0.028,0.034
JSL.NS,472.086,19.155611,1.203,680.7,680.2,678,695,1063859,36.18,7.752124646,47142924288,57135198208,3.89E+11,43.082,472.086,0.406,0.437
IDFC.NS,0.634,29.9187,-0.228,109.6,109.6,109.5,111,6652548,3.69,7.752124646,12331239082,72614166656,1014499968,118.1582281,0.634,-0.229,0.490908862
SUZLON.NS,4.704,76.22449,1.591,37.3,37,36.35,37.95,17877141,0.49,33.91,8447425024,1459000064,60075499520,4.28,4.704,1.143,0.072
PHOENIXLTD.BO,190.484,28.735905,0.584,2553.15,2596.2,2534.75,2600.95,4026,88.68,7.752124646,19965571072,45053112320,34007742464,38.739,190.484,0.588,0.442
BLUESTARCO.NS,457.547,50.50041,0.719,1247.25,1247,1225,1254.8,222338,24.58,3.11,5792775168,8700300288,89814196224,36.937,457.547,0.614,0.253
INTELLECT.NS,185.647,45.461887,0.359,1093.95,1078.25,1060.35,1105,781642,24.14,7.752124646,4244985088,446710016,25082720256,1.988,185.647,0.345,0.16
DEEPAKNI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GRANULES.BO,186.912,26.450922,0.011,426.75,421.35,421.35,435.2,16600,16.3,7.752124646,8275400192,13798689792,45260881920,46.501,186.912,0.016,0.008
FORTIS.BO,89.491,55.280052,0.039,401.15,409.2,399.45,409.2,10983,7.32,7.752124646,10483699712,10327700480,67497418752,12.178,89.491,0.035,0.077
WABCOINDIA.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CHEMPLASTS.NS,254.2,inf,1.272780739,436.85,435,435,456.8,730110,-5.14,7.752124646,1727275008,12856099840,40190898176,70.6,254.2,1.072591783,-0.253
ASTERDM.NS,271.379,67.5886,0.286,438.4,441.85,433,444,99786,6.49,7.752124646,14569299968,59951300608,1.35E+11,124.675,271.379,0.286,0.162
NETWORK18.NS,80.427,inf,1.272780739,87.05,87.1,87.05,91.4,2283293,-1.87,7.752124646,-5756349952,36839301120,83618897920,12.832,80.427,1.072591783,-0.041
VGUARD.NS,106.721,59.83271,0.482,319.95,321,318.15,324.95,120865,5.38,1.46,3686682880,3875300096,46519742464,23.032,106.721,0.478,0.188
ECLERX.NS,589.534,23.042252,0.057,2358,2343.6,2325.6,2428,39598,104.61,1.64,7399322624,2148529920,28521150464,10.876,589.534,0.085,0.096
ALLCARGO.NS,134.114,13.560748,2.983,64.15,64.6,64.6,73.5,44642642,5.35,-1.45,2408199936,72614166656,1.32E+11,118.1582281,134.114,2.983,1.119
SOLARINDS.BO,705.834,104.16844,-0.006,8911.65,8850.05,8800.1,9420.85,26685,89.53,7.752124646,14658150400,10566400000,63873499136,35.536,705.834,-0.006,-0.211
CGCL.NS,14.597,64.60064,0.817,205.2,205.9,201.2,208.85,143868,3.13,7.752124646,12331239082,92743532544,12127680512,251.797,14.597,0.557,0.407
LUXIND.NS,772.127,31.845564,0.118,1114.9,1128,1111,1128,61841,35.03,7.752124646,1542424960,2558500096,23219099648,17.324,772.127,0.118,-0.027
MCX.BO,139.142,inf,1.272780739,3279.85,3281,3262.5,3360.95,14897,18.4682045,10.27,277950016,19900000,7112900096,0.099,139.142,1.072591783,0.279
KAJARIACER.BO,285.242,44.24739,0.402,1193.15,1193.2,1183.3,1196.95,1994,26.84,7.752124646,6936974848,1684199936,45424201728,6.562,285.242,0.398,0.056
AKZOINDIA.NS,1038.479,27.099152,0.168,2433.5,2433.5,2405.3,2474.85,9594,90.87,7.752124646,6127750144,628000000,39395999744,4.693,1038.479,0.168,0.047
RATNAMANI.NS,722.552,32.2587,-0.003,2773.35,2796,2767.2,2870,41496,88.79,7.752124646,9382977536,1771565952,50624671744,6.125,722.552,-0.01,0.144
AKZOINDIA.BO,1038.479,27.027294,0.168,2434.65,2432.4,2409.95,2472.4,1010,90.86,7.752124646,6127750144,628000000,39395999744,4.693,1038.479,0.168,0.047
SONATSOFTW.NS,300.356,66.23996,1.272780739,749.05,742,731.05,755.15,953328,11.21,7.752124646,6618975232,5031699968,83349504000,34.941,300.356,1.072591783,0.103
NBCC.NS,50.466,55.579712,0.603,114.8,114.2,112.7,117.3,11545359,2.07,1.5,3676513024,4621000,91124015104,0.021,50.466,0.632,0.137
JUBLINGREA.NS,265.56,35.458748,-0.579,453.65,450,450,462,201449,12.97,7.752124646,4352087552,7651899904,42063388672,28.341,265.56,-0.577,-0.166
VAIBHAVGBL.NS,178.407,49.040207,0.219,371.9,370.55,370,387.7,440894,7.71,7.752124646,2087095552,1892854016,29443143680,15.463,178.407,0.21,0.228
THERMAX.BO,787.787,71.94593,0.889,3855.3,3859.9,3854,3945.45,6151,54.19,0.89,7315650048,10738400256,88705998848,26.895,787.787,0.89,0.134
JUBLPHARMA.NS,417.142,238.33333,1.272780739,570.6,568.4,563.1,576.8,98372,2.37,7.752124646,7542054912,36679000064,66223280128,67.906,417.142,1.072591783,0.08
SHYAMMETL.NS,510.167,14.184615,0.892,589.25,594.4,580.7,609,1088372,42.25,7.752124646,15564924928,19880300544,1.30E+11,23.291,510.167,0.941,0.135
CREDITACC.NS,174.874,16.42059,0.665,1399.45,1406,1370,1406.5,250578,84.12,7.752124646,12331239082,1.78E+11,27801200640,306.252,174.874,0.63,0.438
MASTEK.NS,976.963,28.985588,0.174,2653.7,2635,2616.15,2668.45,27581,90.89,2.82,5059950080,5101599744,29842399232,26.998,976.963,0.159,0.191
